source_id,target_id,relationship
Nfac334a36f5141d8ba02dc8896a6f947,owl#Restriction,22-rdf-syntax-ns#type
CreditRatingScale,Nfac334a36f5141d8ba02dc8896a6f947,rdf-schema#subClassOf
CreditMessage,credit message,rdf-schema#label
Nb47ccc65cb834374847eab7cd9cb932a,DatePeriod,owl#someValuesFrom
N59cfde14cb83456a88163e75e4b72c2c,isClassifiedBy,owl#onProperty
CreditInquiryType,credit inquiry type,rdf-schema#label
SoftCreditInquiry,CreditInquiryType,22-rdf-syntax-ns#type
N6642a5967eaa412291924bd02cd0f17b,XMLSchema#string,owl#someValuesFrom
CreditWatchDowngrade,"On April 22, 2022, OppFi (NYSE:OPFI) was downgraded by Zacks Investment Research from a 'hold' rating to a 'sell' rating in a research report issued to clients and investors on Friday, Zacks.com reports.",core#example
InvestmentCreditRating,CreditRating,rdf-schema#subClassOf
FreezeCreditMessage,owl#NamedIndividual,22-rdf-syntax-ns#type
N1dca9c28f091481b8fe8ab97e4deb47a,playsRole,owl#onProperty
CreditReportCategory,"classifier for credit reports, often available from multiple vendors",core#definition
NonprimeQuality,owl#NamedIndividual,22-rdf-syntax-ns#type
CreditWatchDowngrade,owl#NamedIndividual,22-rdf-syntax-ns#type
OrganizationCreditRating,organization credit rating,rdf-schema#label
CreditReport,Nc32800ceca1242f9be924b643f27a985,rdf-schema#subClassOf
N9b3adf09cde047f78eefd58c63725152,owl#Restriction,22-rdf-syntax-ns#type
CreditRating,Nf9d3d86c1ffc4849adefce573d5e1975,rdf-schema#subClassOf
CreditTradeline,N6a420bdde1564deeb61fd127dc5eb74e,rdf-schema#subClassOf
Ndd7bd60632da4b4287b4eabd5019c967,isIdentifiedBy,owl#onProperty
CreditInquiry,RequestActivity,rdf-schema#subClassOf
hasWatchDirection,owl#ObjectProperty,22-rdf-syntax-ns#type
Ndd7bd60632da4b4287b4eabd5019c967,Identifier,owl#onClass
Nf9d3d86c1ffc4849adefce573d5e1975,0,owl#minQualifiedCardinality
CreditRatingAgency,Nffd0cc7bff4a4129ba89ebf4bc79f476,rdf-schema#subClassOf
PrimeQuality,prime quality,rdf-schema#label
CreditQuality,RatingScore,rdf-schema#subClassOf
N2b50c5cfe7924a12a00b4f993e60203a,owl#Restriction,22-rdf-syntax-ns#type
Ne899b2da39ac44ba9e993830acc42032,CreditTradeline,owl#onClass
N4a22fe81e4c04c448c8b1fde6be8d34f,manages,owl#onProperty
CreditQuality,owl#Class,22-rdf-syntax-ns#type
Nc32800ceca1242f9be924b643f27a985,owl#Restriction,22-rdf-syntax-ns#type
CreditInquiry,N5f196a856ade4bbd8fd2d378dfbcfacb,rdf-schema#subClassOf
CreditRating,N8e4bc8f45021418fafcfd33ade86ebe6,rdf-schema#subClassOf
