source_id,target_id,relationship
EuroclearHeadquartersAddress,Saint-Josse-ten-Noode,hasAddressLine2
EuroclearSANV,ClearstreamBankingHeadquartersAddress,hasHeadquartersAddress
L-549300CBNW05DILT6870-LEI,NV legal entity identifier,rdf-schema#label
SIXGroupAGHeadquartersAddress,SIX Group AG headquarters address,rdf-schema#label
SIXFinancialInformationAsLocalOperatingUnit,SIX Financial Information,rdf-schema#label
ClearstreamBankingLegalAddress,"42, Avenue J.F. Kennedy",hasAddressLine1
L-549300CBNW05DILT6870-LEI,EuroclearSANV,identifies
L-549300HBJLRO8YFMI370-LEI,BusinessEntityData,isRegisteredBy
EuroclearSANV,our-structure.html,rdf-schema#seeAlso
Euroclear,CentralSecuritiesDepository,22-rdf-syntax-ns#type
L-5299000J2N45DDNE4Y28-LEI,"Herausgebergemeinschaft Wertpapier-Mitteilungen Keppler, Lehmann GmbH & Co. KG legal entity identifier",rdf-schema#label
EuropeanMoneyMarketsInstitute,NotForProfitOrganization,22-rdf-syntax-ns#type
LondonStockExchangeLegalEntityIdentifierRegistryEntry,L-213800D1EI4B9WTWWD28-LEI,comprises
BusinessEntityDataHeadquartersAddress,headquarters address for Business Entity Data (BED) B.V.,core#definition
WMGruppeLegalEntityIdentifierRegistryEntry,2022-04-14T10:44:35+02:00,hasRenewalDate
LondonStockExchangePlc,London Stock Exchange plc.,rdf-schema#label
SIXGroupAGLegalEntityIdentifierRegistryEntry,legal entity identifier registry entry for SIX Group AG,core#definition
L-213800D1EI4B9WTWWD28-LEI,213800D1EI4B9WTWWD28,hasTag
SwedishBankersAssociation,,adaptedFrom
ClearstreamBankingLegalEntityIdentifierRegistryEntry,2021-06-07T16:35:00.470000,hasRegistrationRevisionDate
LuxCSDAsLocalOperatingUnit,Lux CSD functional entity that is an LEI Local Operating Unit (LOU) registrar,core#definition
BusinessEntityData,owl#NamedIndividual,22-rdf-syntax-ns#type
LondonStockExchangeUnaVistaRegistry,owl#NamedIndividual,22-rdf-syntax-ns#type
BusinessEntityDataLegalEntityIdentifierRegistryEntry,owl#NamedIndividual,22-rdf-syntax-ns#type
L-MLDY5N6PZ58ZE60QU102-LEI,owl#NamedIndividual,22-rdf-syntax-ns#type
LuxCSDSA,LuxCSD S.A.,hasLegalName
L-506700D369548LQDC335-LEI,SIX Financial Information AG legal entity identifier,rdf-schema#label
ClearstreamBankingHeadquartersAddress,ConventionalStreetAddress,22-rdf-syntax-ns#type
SwedishBankersAssociation,association that represents banks and financial institutions established in Sweden that contributes to a sound and efficient regulatory framework that facilitates for banks to help create economic wealth for customers and society,core#definition
ClearstreamBankingSA,Euroclear legal entity that provides post-trade infrastructure and securities services in Europe and internationally,core#definition
EuroclearLegalEntityIdentifierRegistryEntry,IssuedStatus,hasRegistrationStatus
ClearstreamBankingSA,ClearstreamBankingHeadquartersAddress,hasHeadquartersAddress
SIXFinancialInformation,SIXFinancialInformationAG,isPlayedBy
WMGruppeLegalEntityIdentifierRegistryEntry,L-5299000J2N45DDNE4Y28-LEI,comprises
L-529900ZMNQFCPP762W05-LEI,LegalEntityIdentifier,22-rdf-syntax-ns#type
WMDatenserviceEntityIdentifierRegistry,LegalEntityIdentifierRegistry,22-rdf-syntax-ns#type
BusinessEntityDataHeadquartersAddress,Amsterdam,hasMunicipality
SIXFinancialInformationAG,Telekurs AG,hasPriorLegalName
SIXFinancialInformationAG,SIXGroupAGHeadquartersAddress,hasHeadquartersAddress
L-529900ZMNQFCPP762W05-LEI,SIX Group AG legal entity identifier,rdf-schema#label
BusinessEntityData,BusinessEntityData-NL,isPlayedBy
SIXGroupAGLegalEntityIdentifierRegistryEntry,2013-12-09T09:40:03+01:00,hasInitialRegistrationDate
LondonStockExchangeLegalEntityIdentifierRegistryEntry,2013-09-13T00:00:00,hasInitialRegistrationDate
BusinessEntityData-NL,Business Entity Data (BED) B.V. NL,rdf-schema#label
NasdaqOMXGroup,"corporation that is a subsidiary of Nasdaq, Inc. that manages Nasdaq exchanges in Helsinki, Copenhagen, Stockholm, Iceland, Riga, Tallinn and Vilnius",core#definition
