source_id,target_id,relationship
MarketIdentifierCodeRegistryEntry,Nd9ceba2180b241feb7797139a02cb5fd,rdf-schema#subClassOf
BusinessIdentifierCodeRegistry,BusinessRegistry,22-rdf-syntax-ns#type
SocietyForWorldwideInterbankFinancialTelecommunicationAddress,ConventionalStreetAddress,22-rdf-syntax-ns#type
BankForInternationalSettlementsAddress,Tower building address for the Bank for International Settlements (BIS),core#definition
IBANRegistrationAuthority,iban,adaptedFrom
IBANRegistrationAuthority,BusinessIdentifierCodeRegistry,manages
GlobalLEIIndex,"The reference data provides the information on a legal entity identifiable with an LEI. The Global LEI Index is the only global online source that provides open, standardized and high quality legal entity reference data.",explanatoryNote
MarketIdentifierCodeRegistry,Registry,22-rdf-syntax-ns#type
BusinessIdentifierCodeRegistry,registry for registering and maintaining information about bank and other business identifier codes that conform to ISO 9362,core#definition
GlobalLEIIndex,LegalEntityIdentifierRegistry,22-rdf-syntax-ns#type
Nbab60c7051e14012bc795b0cfa28b08a,isIncludedIn,owl#onProperty
MarketIdentifierCodeRegistryEntry,market identifier code registry entry,rdf-schema#label
BusinessIdentifierCodeRegistrationAuthority,FinancialServiceProvider,22-rdf-syntax-ns#type
Nbd0bbed95e6f488ca6d78c530a41306b,isSelfMaintained,owl#onProperty
LegalEntityIdentfierRegistrationAuthority,Legal Entity Identifier registration authority,rdf-schema#label
N1f80d2b5d43e474994fa9a682d3ebb26,BusinessIdentifierCode,owl#someValuesFrom
Nbab60c7051e14012bc795b0cfa28b08a,BusinessIdentifierCodeRegistry,owl#hasValue
MarketIdentifierCodeRegistryEntry,iso-10383-market-identifier-codes,adaptedFrom
GLEIFLegalEntityIdentifierRegistryEntry,Global LEI Index registry entry for Global Legal Entity Identifier Foundation (GLEIF),core#definition
BusinessIdentifierCodeDataRecord,Nbab60c7051e14012bc795b0cfa28b08a,rdf-schema#subClassOf
N5f1d59654f044550b0dfbecfee54ec62,XMLSchema#string,owl#onDataRange
,"or managing various identifiers needed in banking applications occur, such as SWIFT. These individuals and in some cases, such as registry entries, are managed independently to reduce the import footprint for applications that do not require them, in other words, to support modularity needs of FIBO users.",abstract
GlobalLegalEntityIdentifierFoundation,,hasWebsite
BankForInternationalSettlementsAddress,ConventionalStreetAddress,22-rdf-syntax-ns#type
MarketIdentifierCodeRegistryEntry,owl#Class,22-rdf-syntax-ns#type
Nbbc32b07fe254d87867f49f5e2f88c49,MarketIdentifierCodeStatus,owl#onClass
,"InternationalRegistriesAndAuthorities.rdf version of this ontology was modified to use the Commons Ontology Library (Commons) rather than the OMG's Languages, Countries and Codes (LCC) and to eliminate redundancies in FIBO as appropriate.",core#changeNote
IBANRegistrationAuthority,owl#NamedIndividual,22-rdf-syntax-ns#type
MarketIdentifierCodeRegistry,iso-10383-market-identifier-codes,adaptedFrom
L-HB7FFAZI0OMZ8PP8OE26-LEI,SocietyForWorldwideInterbankFinancialTelecommunication,identifies
BusinessIdentifierCodeDataRecord,business identifier code data record,rdf-schema#label
BankForInternationalSettlementsAsBankingServicesProvider,Bank for International Settlements as banking services provider,rdf-schema#label
BankForInternationalSettlementsAddress,Bank for International Settlements address,rdf-schema#label
BankForInternationalSettlements,owl#NamedIndividual,22-rdf-syntax-ns#type
GlobalLEIIndex,Global LEI Index,rdf-schema#label
MarketIdentifierCodeRegistry,MICRegistrationAuthority,isManagedBy
BankForInternationalSettlementsAsBankingServicesProvider,owl#NamedIndividual,22-rdf-syntax-ns#type
Nadc98665e8d8403ab1567d1179de5dc6,hasInitialRegistrationDate,owl#onProperty
BankForInternationalSettlementsLegalEntityIdentifierRegistryEntry,IssuedStatus,hasRegistrationStatus
L-506700GE1G29325QX363-LEI,LegalEntityIdentifier,22-rdf-syntax-ns#type
BankForInternationalSettlementsLegalEntityIdentifierRegistryEntry,EntityValidationLevelFullyCorroborated,hasValidationLevel
MICRegistrationAuthority,MarketIdentifierCodeRegistry,manages
L-506700GE1G29325QX363-LEI,Global Legal Entity Identifier Foundation legal entity identifier,rdf-schema#label
N369b825fcd1746c880619afbbe6b6b97,comprises,owl#onProperty
GLEIFLegalEntityIdentifierRegistryEntry,IssuedStatus,hasRegistrationStatus
LegalEntityIdentfierRegistrationAuthority,GlobalLEIIndex,manages
SWIFTLegalEntityIdentifierRegistryEntry,L-HB7FFAZI0OMZ8PP8OE26-LEI,comprises
SWIFTLegalEntityIdentifierRegistryEntry,2022-01-20T00:21:00-08:00,hasRenewalDate
GLEIFLegalEntityIdentifierRegistryEntry,EntityValidationLevelFullyCorroborated,hasValidationLevel
GLEIFLegalEntityIdentifierRegistryEntry,2022-03-15T16:00:00-07:00,hasRenewalDate
BankForInternationalSettlementsAsBankingServicesProvider,,rdf-schema#seeAlso
SocietyForWorldwideInterbankFinancialTelecommunicationAddress,La Hulpe,hasCityName
GlobalLegalEntityIdentifierFoundationAddress,Switzerland,hasCountry
BankForInternationalSettlementsDateEstablished,ExplicitDate,22-rdf-syntax-ns#type
MarketIdentifierCodeRegistryEntry,MIC registry entry,abbreviation
BankForInternationalSettlements,"international financial organization that serves central banks in their pursuit of monetary and financial stability, helping to foster international cooperation in those areas and acting as a bank for central banks",core#definition
