id,type,name
CorporateEventsModule,Entity,CorporateEventsModule
Census Bureau (US Department of Commerce),Entity,Census Bureau (US Department of Commerce)
Nordea Bank AB,Entity,Nordea Bank AB
Module,Entity,Module
Deutsche Bank,Entity,Deutsche Bank
"Copyright (c) 2018-2023 Object Management Group, Inc.",Entity,"Copyright (c) 2018-2023 Object Management Group, Inc."
agnos.ai UK Ltd,Entity,agnos.ai UK Ltd
Thematix Partners LLC,Entity,Thematix Partners LLC
"Wells Fargo Bank, N. A.",Entity,"Wells Fargo Bank, N. A."
Statistics Canada,Entity,Statistics Canada
Federal Reserve Bank of Kansas City,Entity,Federal Reserve Bank of Kansas City
Citigroup,Entity,Citigroup
John F. Tierney,Entity,John F. Tierney
Metadata about the EDMC-FIBO Corporate Actions and Events (CAE) Domain,Entity,Metadata about the EDMC-FIBO Corporate Actions and Events (CAE) Domain
"Bureau of Labor Statistics (BLS, US Department of Commerce)",Entity,"Bureau of Labor Statistics (BLS, US Department of Commerce)"
FIBO CAE Domain,Entity,FIBO CAE Domain
owl#NamedIndividual,Entity,owl#NamedIndividual
,Entity,
"The Corporate Actions and Events (CAE) domain covers events and actions that may occur during the life of a security, ranging from announcements regarding stock offerings, splits, dividends and so forth, as well as more general business events that are relevant to investors and regulators alike.",Entity,"The Corporate Actions and Events (CAE) domain covers events and actions that may occur during the life of a security, ranging from announcements regarding stock offerings, splits, dividends and so forth, as well as more general business events that are relevant to investors and regulators alike."
"Pinnacle Bank (Morgan Hill, California)",Entity,"Pinnacle Bank (Morgan Hill, California)"
"Bureau of Economic Analysis (BEA, US Department of Commerce)",Entity,"Bureau of Economic Analysis (BEA, US Department of Commerce)"
2018-03-31T18:00:00,Entity,2018-03-31T18:00:00
"Copyright (c) 2018-2023 EDM Council, Inc.",Entity,"Copyright (c) 2018-2023 EDM Council, Inc."
No Magic,Entity,No Magic
"Adaptive, Inc.",Entity,"Adaptive, Inc."
owl#Ontology,Entity,owl#Ontology
2023-03-31T18:00:00,Entity,2023-03-31T18:00:00
State Street Bank and Trust,Entity,State Street Bank and Trust
Financial Industry Business Ontology (FIBO) Corporate Actions and Events (CAE) Domain,Entity,Financial Industry Business Ontology (FIBO) Corporate Actions and Events (CAE) Domain
John F. Gemski,Entity,John F. Gemski
Tahoe Blue Ltd,Entity,Tahoe Blue Ltd
Bank of New York Mellon,Entity,Bank of New York Mellon
"Office of Financial Research (OFR), U.S. Department of the Treasury",Entity,"Office of Financial Research (OFR), U.S. Department of the Treasury"
 Mphasis,Entity, Mphasis
MIT,Entity,MIT
Bloomberg LP,Entity,Bloomberg LP
CAEDomain,Entity,CAEDomain
corporate actions and events domain,Entity,corporate actions and events domain
