source_id,target_id,relationship
ActionClassifier,OccurrenceKind,rdf-schema#subClassOf
Notification,MandatoryCorporateAction,rdf-schema#subClassOf
PriorityIssue,priority issue,rdf-schema#label
VoluntaryCorporateAction,MandatoryCorporateAction,owl#disjointWith
PriorityIssue,VoluntaryCorporateAction,rdf-schema#subClassOf
N71497ab1479a46aca4c62a0d79638f2a,N9d3c0a50a38a46878ff4b788fc89eccf,owl#unionOf
ActionClassifier,"ISO 15022 classifies events as impacting income vs. others. Other classification schemes distinguish between actions that return profits to shareholders, actions that are designed to influence the share price, and actions involving a change in structure to the issuer organization.",explanatoryNote
ActionClassificationScheme,Ne58365cc6cdd48e08fb0115742a2122c,rdf-schema#subClassOf
ActionClassificationScheme,action classification scheme,rdf-schema#label
OrganizationAddressChange,owl#Class,22-rdf-syntax-ns#type
IncomeOrientedClassifier,owl#Class,22-rdf-syntax-ns#type
N71497ab1479a46aca4c62a0d79638f2a,owl#Class,22-rdf-syntax-ns#type
N077b0e43da7749f58af611c885fac713,1,owl#qualifiedCardinality
IncomeOrientedClassifier,"Cash dividends are a classic example where a public company declares a dividend to be paid on each outstanding share. Bonus is another case where the shareholder is rewarded. In a stricter sense, the bonus issue should not impact the share price but in reality, in rare cases, it does and results in an overall increase in value.",explanatoryNote
ConsentSolicitation,VoluntaryCorporateAction,rdf-schema#subClassOf
IncomeOrientedClassifier,income-oriented classifier,rdf-schema#label
SpinOff,"Spin-off represents a form of divestiture usually resulting in an independent company or in an existing company. Examples include demerger, distribution, and unbundling.",explanatoryNote
N6fe8bc8e305d4fefb1ecc1c5c5b793bd,owl#Restriction,22-rdf-syntax-ns#type
VoluntaryCorporateAction,event in which the shareholders elect to participate and must respond in order for the issuer to process the action,core#definition
ActionClassifier,N3888136395f144378dc5eae21d71ba43,rdf-schema#subClassOf
ClassAction,corporate action involving a situation where interested parties seek restitution for financial loss,core#definition
ActionClassifier,N0ed5062f18cd4932b6f454689b3e6794,rdf-schema#subClassOf
ClassAction,The security holder may be offered the opportunity to join a class action proceeding and would need to respond with an instruction.,explanatoryNote
RegulatoryAction,"action initiated by a regulatory agency that affects a legal entity or the securities it issues and may have a material impact on that entity's stakeholders, such as shareholders and creditors",core#definition
OrganizationAddressChange,organization address change,rdf-schema#label
ClassAction,VoluntaryCorporateAction,rdf-schema#subClassOf
ActionClassificationScheme,ClassificationScheme,rdf-schema#subClassOf
Liquidation,owl#Class,22-rdf-syntax-ns#type
N3888136395f144378dc5eae21d71ba43,isDefinedIn,owl#onProperty
N6fe8bc8e305d4fefb1ecc1c5c5b793bd,Action,owl#someValuesFrom
