id,type,name
links something to a web resource that specifies its location on a computer network and a method for retrieving it,Entity,links something to a web resource that specifies its location on a computer network and a method for retrieving it
"virtual address that defines an electronic messaging endpoint to which email messages can be delivered, typically via an Simple Mail Transfer Protocol (SMTP) based communications system",Entity,"virtual address that defines an electronic messaging endpoint to which email messages can be delivered, typically via an Simple Mail Transfer Protocol (SMTP) based communications system"
VirtualPlaces.rdf version of this ontology was modified for the FIBO 2.0 RFC to integrate it with LCC.,Entity,VirtualPlaces.rdf version of this ontology was modified for the FIBO 2.0 RFC to integrate it with LCC.
place that is not located in any single physical location; a network location without geographic boundaries,Entity,place that is not located in any single physical location; a network location without geographic boundaries
Address,Entity,Address
"indicates a virtual address composed of a sequence of digits and symbols that may be assigned to a fixed-line telephone subscriber station, a wireless electronic telephony device, such as a radio telephone or a mobile telephone, or other similar device or service",Entity,"indicates a virtual address composed of a sequence of digits and symbols that may be assigned to a fixed-line telephone subscriber station, a wireless electronic telephony device, such as a radio telephone or a mobile telephone, or other similar device or service"
network location,Entity,network location
XMLSchema#anyURI,Entity,XMLSchema#anyURI
This ontology was added to Foundations in advance of the December 2014 Long Beach meeting in support of the SEC specification.,Entity,This ontology was added to Foundations in advance of the December 2014 Long Beach meeting in support of the SEC specification.
Location,Entity,Location
VirtualPlaces.rdf version of the ontology was modified to use the Commons Ontology Library (Commons) Annotation Vocabulary rather than the OMG's Specification Metadata vocabulary.,Entity,VirtualPlaces.rdf version of the ontology was modified to use the Commons Ontology Library (Commons) Annotation Vocabulary rather than the OMG's Specification Metadata vocabulary.
has uniform resource locator,Entity,has uniform resource locator
hasElectronicMailAddress,Entity,hasElectronicMailAddress
N0fa7480b29e1490eba8fa247dfa963c6,Entity,N0fa7480b29e1490eba8fa247dfa963c6
e-mail address,Entity,e-mail address
owl#Restriction,Entity,owl#Restriction
hasAddress,Entity,hasAddress
has website,Entity,has website
"virtual address that may be assigned to a fixed-line telephone subscriber station connected to a telephone line or to a wireless electronic telephony device, such as a radio telephone or a mobile telephone, or to other devices or services for data transmission via the public switched telephone network (PSTN) or other public and private networks",Entity,"virtual address that may be assigned to a fixed-line telephone subscriber station connected to a telephone line or to a wireless electronic telephony device, such as a radio telephone or a mobile telephone, or to other devices or services for data transmission via the public switched telephone network (PSTN) or other public and private networks"
"Electronic mail, abbreviated e-mail or email, is a method of composing, sending, and receiving messages over electronic communication systems. The term e-mail applies both to the Internet e-mail system based on the Simple Mail Transfer Protocol (SMTP) and to intranet systems allowing users within one company or organization to send messages to each other. Often these workgroup collaboration systems natively use non-standard protocols but have some form of gateway to allow them to send and receive Internet e-mail. Some organizations may use the Internet protocols for internal e-mail service.",Entity,"Electronic mail, abbreviated e-mail or email, is a method of composing, sending, and receiving messages over electronic communication systems. The term e-mail applies both to the Internet e-mail system based on the Simple Mail Transfer Protocol (SMTP) and to intranet systems allowing users within one company or organization to send messages to each other. Often these workgroup collaboration systems natively use non-standard protocols but have some form of gateway to allow them to send and receive Internet e-mail. Some organizations may use the Internet protocols for internal e-mail service."
"VirtualPlaces.rdf version of this ontology was modified to use the Commons Ontology Library (Commons) rather than the OMG's Languages, Countries and Codes (LCC), eliminating redundancies in FIBO as appropriate.",Entity,"VirtualPlaces.rdf version of this ontology was modified to use the Commons Ontology Library (Commons) rather than the OMG's Languages, Countries and Codes (LCC), eliminating redundancies in FIBO as appropriate."
"Copyright (c) 2013-2023 EDM Council, Inc.",Entity,"Copyright (c) 2013-2023 EDM Council, Inc."
Release,Entity,Release
owl#ObjectProperty,Entity,owl#ObjectProperty
,Entity,
ElectronicMailAddress,Entity,ElectronicMailAddress
"an abstract place; one of many commonly understood concepts such as domestic, Eurozone etc.",Entity,"an abstract place; one of many commonly understood concepts such as domestic, Eurozone etc."
NotionalPlace,Entity,NotionalPlace
notional place,Entity,notional place
