source_id,target_id,relationship
Nc91e56b748464119996b7a7b7a5d8966,comprises,owl#onProperty
,"USPostalServiceAddresses.rdf version of this ontology was modified to use the Commons Ontology Library (Commons) rather than the OMG's Languages, Countries and Codes (LCC) and to eliminate redundancies in FIBO as appropriate.",core#changeNote
ZipCodeScheme,owl#Class,22-rdf-syntax-ns#type
South,South,rdf-schema#label
N14ed6c5f0b324bfb9cbfc28b2c9e211a,owl#Restriction,22-rdf-syntax-ns#type
Nedeedd50c1744cb4a350d553d44bf849,owl#Restriction,22-rdf-syntax-ns#type
Office,owl#NamedIndividual,22-rdf-syntax-ns#type
RuralRoute,SupplementalAddressComponent,rdf-schema#subClassOf
PrivateMailBoxAddress,private mail box address,rdf-schema#label
USPostOfficeBoxDesignator,PostOfficeBoxDesignator,22-rdf-syntax-ns#type
Northwest,Northwest,rdf-schema#label
USPostalServiceAddressIdentifier,PhysicalAddressIdentifier,rdf-schema#subClassOf
Nd4f5687db44f4f00af357a01f0a712ef,owl#Restriction,22-rdf-syntax-ns#type
DeliveryPointCode,CodeElement,rdf-schema#subClassOf
Space,SPC,preferredDesignation
PrivateMailBoxAddress,"delivery address provided by a commercial mail receiving company that includes a supplementary address line containing the abbreviation 'PMB' or the pound ""#"" symbol followed by the mailbox number; alternatively, 'PMB' or '#"" and the mailbox number can be appended to the street address",core#definition
InternationalAddress,PhysicalAddress,rdf-schema#subClassOf
Na22332eda7c040f9812f3ef17d857d3f,hasAddressLine1,owl#onProperty
Na170959ee848494bb83c4bf5f9f59d8a,N4979014ca59b4af99ca9c3bd3a184215,owl#oneOf
RuralRouteDesignator,RR,preferredDesignation
South,S,hasTag
Nedeedd50c1744cb4a350d553d44bf849,1,owl#qualifiedCardinality
Urbanization,urbanization,rdf-schema#label
N06b7bcd2459f48539718b6c93fbd4db5,owl#Class,22-rdf-syntax-ns#type
Basement,BSMT,preferredDesignation
N5d86685860e04cc288047cd00edc0396,owl#Restriction,22-rdf-syntax-ns#type
,Thematix Partners LLC,contributor
hasUrbanization,Urbanization,rdf-schema#range
USPostalServiceAddressIdentifier,The delivery point digits are almost never printed on mail in human-readable form; instead they are encoded in the POSTNET delivery point barcode (DPBC) or as part of the newer Intelligent Mail Barcode (IMB).,explanatoryNote
Northwest,Noroeste,rdf-schema#label
DeliveryPointCodeSet,system of numeric codes that substitute for specified delivery point details according to the U.S. Postal Service Publication 28,core#definition
,,owl#versionIRI
N4979014ca59b4af99ca9c3bd3a184215,APO,22-rdf-syntax-ns#first
DepartmentOfStateAddress,N30a695615c5348189abf0049b0325a52,rdf-schema#subClassOf
USPostOfficeBoxDesignator,PO BOX,preferredDesignation
DeliveryPointCode,Ndbed0b7e167e4368a0a81c56ee9c32b7,rdf-schema#subClassOf
PrivateMailBoxAddress,owl#Class,22-rdf-syntax-ns#type
Northwest,NW,hasTag
Nedeedd50c1744cb4a350d553d44bf849,ZIPPlus4Code,owl#onClass
ZIPPlus4Code,Postcode,rdf-schema#subClassOf
hasUrbanization,has urbanization,rdf-schema#label
Unit,owl#NamedIndividual,22-rdf-syntax-ns#type
RuralRoute,mail route outside the city or township limits in a rural area associated with an address,core#definition
Stop,STOP,preferredDesignation
Mailbox,"mailbox, other than a U.S. Post Office box, associated with an address",core#definition
DeliveryPointCodeSet,N7af82efb7ee048f7bf5ac9f0b55bd4e4,rdf-schema#subClassOf
Southeast,owl#NamedIndividual,22-rdf-syntax-ns#type
StandardizedAddress,PhysicalAddress,rdf-schema#subClassOf
N4b8d1638103b453ebd0e971aa9dbf34b,South,22-rdf-syntax-ns#first
DepartmentOfStateUnitComponent,Department of State unit component,rdf-schema#label
Mailbox,owl#Class,22-rdf-syntax-ns#type
Southeast,Southeast,rdf-schema#label
