source_id,target_id,relationship
Nc56cd64c9bdf46f8baee8c953cf88e41,1,owl#qualifiedCardinality
BusinessRecurrenceInterval,recurrence interval that is defined per a specific convention that determines how recurring days should be handled,core#definition
N4869392f48224eb39d4830d2538254d5,Nc19e281922d148fe9d61dcecafea71a2,22-rdf-syntax-ns#rest
BusinessDayModifiedFollowing,"FPML 5.1 ""BusinessDayConventionEnum""",adaptedFrom
BusinessDayNearest,BusinessDayConvention,22-rdf-syntax-ns#type
DayOfMonth,BusinessRecurrenceInterval,rdf-schema#subClassOf
DayOfWeek,owl#Class,22-rdf-syntax-ns#type
Nf52dec4d999844709422d0d268bc9419,hasBusinessDayAdjustment,owl#onProperty
, version of this ontology was revised to eliminate a remaining circular definition.,core#changeNote
," version of this ontology was revised by the FIBO FND 1.2 RTF in order to add definitions for business recurrence intervals such as the day of the month and week, and to revise the representation of the end of the month to correspond to the way that the other intervals are represented for use in parametric schedules.",core#changeNote
BusinessDayConvention,business day convention,rdf-schema#label
BusinessRecurrenceInterval,Nc56cd64c9bdf46f8baee8c953cf88e41,rdf-schema#subClassOf
BusinessRecurrenceInterval,owl#Class,22-rdf-syntax-ns#type
Nf52dec4d999844709422d0d268bc9419,owl#Restriction,22-rdf-syntax-ns#type
BusinessDayConvention,Convention,rdf-schema#subClassOf
DayOfMonth,owl#Class,22-rdf-syntax-ns#type
BusinessRecurrenceInterval,business recurrence interval,rdf-schema#label
BusinessDayConvention,convention that enumerates the possible ways to handle a date that falls on a weekend or holiday,core#definition
BusinessDayAdjustment,owl#Class,22-rdf-syntax-ns#type
BusinessDayNearest,owl#NamedIndividual,22-rdf-syntax-ns#type
BusinessDayModifiedPreceding,"convention specifying that a non-business date will be adjusted to the first preceding day that is a business day unless that day falls in the previous month, in which case that date will be the first following day that is a business day",core#definition
BusinessDayPreceding,convention specifying that a date will be adjusted to the first previous day that is a business day,core#definition
hasBusinessRecurrenceIntervalConvention,owl#ObjectProperty,22-rdf-syntax-ns#type
N6e326cee52204d0b995b6b1d1321115c,hasBusinessDayAdjustment,owl#onProperty
BusinessDayModifiedFollowing,owl#NamedIndividual,22-rdf-syntax-ns#type
,"BusinessDates.rdf version of this ontology was modified to use the Commons Ontology Library (Commons) rather than the OMG's Languages, Countries and Codes (LCC), eliminating redundancies in FIBO as appropriate.",core#changeNote
N475d308200c34166840de53d0f4b6272,owl#Class,22-rdf-syntax-ns#type
hasBusinessDayConvention,BusinessDayConvention,rdf-schema#range
,Business Dates Ontology,rdf-schema#label
Ne624546831b34291bbc975e121634434,XMLSchema#nonNegativeInteger,owl#onDataRange
N4869392f48224eb39d4830d2538254d5,Wednesday,22-rdf-syntax-ns#first
Ne28830b7a5c4432fa6d388c93e8a0a79,N4869392f48224eb39d4830d2538254d5,22-rdf-syntax-ns#rest
BusinessDayNearest,business day nearest,rdf-schema#label
Nf139b93cce7247f4950b18219e2e1f11,Monday,22-rdf-syntax-ns#first
Nf139b93cce7247f4950b18219e2e1f11,Ne28830b7a5c4432fa6d388c93e8a0a79,22-rdf-syntax-ns#rest
Ndb2ee30cd15e4fc197c47883757ab0f4,Nabafa3f4c2c4427aacf2f3b810d0c807,22-rdf-syntax-ns#rest
,BusinessDates.rdf version of this ontology was modified to replace content that is now available in the OMG Commons Ontology Library (Commons) v1.1 (FND-380).,core#changeNote
BusinessDayNearest,"convention specifying that a non-business date will be adjusted to the nearest day that is a business day -- i.e. if the non-business day falls on any day other than a Sunday or a Monday, it will be the first preceding day that is a business day, and will be the first following business day if it falls on a Sunday or a Monday",core#definition
Ne28830b7a5c4432fa6d388c93e8a0a79,Tuesday,22-rdf-syntax-ns#first
