source_id,target_id,relationship
LegalConstruct,N9363057ad04547aa89fa5bb1b12effc3,rdf-schema#subClassOf
Nce257bde1b4948ebb7c47f5638b7a564,22-rdf-syntax-ns#nil,22-rdf-syntax-ns#rest
N1926798fb1174c689c04eec9a4052d14,isConferredOn,owl#onProperty
,LegalCapacity.rdf version of this ontology was modified to reflect the merge of Goals and Objectives.,core#changeNote
ContractualRight,Nc78edf75ea884474ad19f903adf9f428,rdf-schema#subClassOf
isImplementedBy,is implemented by,rdf-schema#label
ContractualRight,N42391dfe1f28485e9cdb01e0c29f857b,rdf-schema#subClassOf
Nc78edf75ea884474ad19f903adf9f428,implies,owl#onProperty
implements,implements,rdf-schema#label
ReportingPolicy,For example a policy for how frequently a given kind of report is produced.,core#example
Nc36ca1c93c3e478bab5b59b952c28a9c,licenses,owl#onProperty
ContractualObligation,N0adc266d985c401db4c92cafdc077f7e,rdf-schema#subClassOf
LicenseIdentifier,Identifier,rdf-schema#subClassOf
SignatoryCapacity,the capacity of some natural person to sign agreements on the part of some organization or legal person,core#definition
,"This ontology defines high-level legal concepts related to legal responsibilities. The ontology defines things which are conferred upon some entity by some legal instrument, and elaborates this into a number of specific capacities, responsibilities and powers, each of which forms the basis for many of the concepts used elsewhere in FIBO in defining legal personhood, executive powers and the like.",abstract
ContractualOption,contractual option,rdf-schema#label
Nb503298170d04f50bf9db0ffcfdff95a,owl#Restriction,22-rdf-syntax-ns#type
Nb503298170d04f50bf9db0ffcfdff95a,ContingentRight,owl#someValuesFrom
Regulation,LegalConstruct,rdf-schema#subClassOf
DelegatedLegalAuthority,"institutionalized and legal power inherent in a particular job, function, or position that is meant to enable its holder to successfully carry out his or her responsibilities, where such power has been delegated through some formal means",core#definition
isLicensedBy,licenses,owl#inverseOf
LegalRight,N81454816518a4638890d2b6b83ae3ddb,rdf-schema#subClassOf
SignatoryCapacity,LegalCapacity,rdf-schema#subClassOf
implies,implies,rdf-schema#label
DelegatedLegalAuthority,This is always accompanied by an equal responsibility for one's actions or a failure to act.,explanatoryNote
Nfd0e6180022c4d138f4d0ae9440d40b4,StatuteLaw,22-rdf-syntax-ns#first
ContingentObligation,owl#Class,22-rdf-syntax-ns#type
,"Copyright (c) 2013-2024 EDM Council, Inc.",copyright
,,owl#versionIRI
Duty,some obligation which exists and is imposed on some individual,core#definition
N32fdffe953e443499d77796cb8bcdba2,Obligor,owl#someValuesFrom
LegalConstruct,Nd65abde9cc814ff8a1bab58b9fb4f301,rdf-schema#subClassOf
ContingentRight,contingent right,rdf-schema#label
Policy,owl#Class,22-rdf-syntax-ns#type
