source_id,target_id,relationship
Naf93e8de72b1424d81755cdbf494ab5b,owl#Restriction,22-rdf-syntax-ns#type
N856c2086c5f4444a8684311ff79609d0,owl#Restriction,22-rdf-syntax-ns#type
AmortizationType-graduatedPaymentAdjustable,owl#NamedIndividual,22-rdf-syntax-ns#type
Neaf290c3fcb8449b898891294b520875,owl#Restriction,22-rdf-syntax-ns#type
MortgageIndemnityInsurancePolicy,owl#Class,22-rdf-syntax-ns#type
PropertyUsage-secondHome,owl#Thing,22-rdf-syntax-ns#type
hasNumberOfAffordableDwellingUnits,the 2015 Revised HMDA regulation.,adaptedFrom
ManufacturedHomeLegalClassification-realProperty,owl#NamedIndividual,22-rdf-syntax-ns#type
ManufacturedHomeLegalClassification-realProperty,real property,rdf-schema#label
DwellingCapacity-singleFamily,owl#Thing,22-rdf-syntax-ns#type
AutomatedUnderwritingSystem-LoanProspector,AutomatedUnderwritingSystem,22-rdf-syntax-ns#type
MortgageIndemnityGuarantee,"insurance-backed guarantee that protects lenders if the mortgage repayments cease for some reason, perhaps due to death or a homeowner being made redundant at work",core#definition
ManufacturedHomeLegalClassification,2015 Revised HMDA regulation,adaptedFrom
Nc692e9347dd0457e84d514d410c9b8c3,isServicedBy,owl#onProperty
AmortizationType-fixedRate,AmortizationType,22-rdf-syntax-ns#type
RealProperty,Neaf290c3fcb8449b898891294b520875,rdf-schema#subClassOf
ManufacturedHomeLegalClassification-personalProperty,ManufacturedHomeLegalClassification,22-rdf-syntax-ns#type
MortgageLoanPurpose-BusinessOrCommercial,MortgageLoanPurpose,22-rdf-syntax-ns#type
Nb61265b98505430395fef3d5915391b0,N210aa401508b4a78ab6c7147d21a2d09,owl#intersectionOf
ChargeCategory,"Examples include closing costs, interest, taxes, and other service-related fees.",core#definition
AutomatedUnderwritingSystem,owl#Class,22-rdf-syntax-ns#type
hasNumberOfDwellingUnits,relates real estate to the number of dwelling units it contains,core#definition
ChargeCategory-originationFee,ChargeCategory,22-rdf-syntax-ns#type
AmortizationType,Classifier,rdf-schema#subClassOf
MortgageLoanPurpose-RealPropertyPurchase,real property purchase,rdf-schema#label
DwellingCapacity-multiFamily,multi-family,rdf-schema#label
DwellingCapacity-singleFamily,DwellingCapacity,22-rdf-syntax-ns#type
N2ae4affa56534752bee679e6cedb236a,N856c2086c5f4444a8684311ff79609d0,22-rdf-syntax-ns#first
