source_id,target_id,relationship
PreferredVotingRedeemableExchangeableExtendableNormalIncomeRegisteredShare,ExchangeablePreferredShare,rdf-schema#subClassOf
PreferredVotingPerpetualAdjustableIncomeRegisteredShare,owl#Class,22-rdf-syntax-ns#type
Nc2a7f95295a443a196e210c23f5e2722,owl#Class,22-rdf-syntax-ns#type
ESETPR,ordinary share classifier,rdf-schema#label
PreferredVotingRedeemableParticipatingRegisteredShare,PreferredShareWithFixedRateDividend,rdf-schema#subClassOf
PreferredVotingRedeemableExchangeableExtendableAuctionRateIncomeRegisteredShare,ExtendablePreferredShare,rdf-schema#subClassOf
N4eb00559f5f84924ab279429cbff92cf,isClassifiedBy,owl#onProperty
CommonNonVotingUnrestrictedNilPaidRegisteredShare,"common, non-voting, unrestricted, nil paid, registered share",rdf-schema#label
PreferredNonVotingRedeemableExchangeableCumulativeRegisteredShare,"preferred, non-voting, redeemable exchangeable, cumulative, registered share",rdf-schema#label
PreferredNonVotingRedeemableExchangeableFixedIncomeRegisteredShare,owl#Class,22-rdf-syntax-ns#type
PreferredVotingRedeemableExchangeableExtendableAdjustableIncomeRegisteredShare,"extendable, adjustable income, registered share",rdf-schema#label
PreferredNonVotingExtendableParticipatingRegisteredShare,ParticipatingPreferredShare,rdf-schema#subClassOf
CommonVotingRestrictedPartlyPaidRegisteredShare,SingleVotingShare,rdf-schema#subClassOf
PreferredNonVotingRedeemableCumulativeRegisteredShare,"or of the shareholder, provides a periodic stated income and dividends not paid in any year accumulate, and is registered",core#definition
ESNUPR,"CFI code for a common, non-voting, unrestricted transfer, partially paid, registered share",core#definition
N4b682722c60042f3b0791b6f7f0d9dbd,RedeemablePreferredShareWithExtendableMaturityDate,22-rdf-syntax-ns#first
PreferredRestrictedVotingRedeemableExtendableFixedIncomeRegisteredShare,owl#Class,22-rdf-syntax-ns#type
CommonVotingUnrestrictedNilPaidRegisteredShare,owl#Class,22-rdf-syntax-ns#type
PreferredRestrictedVotingRedeemableExchangeableFixedIncomeRegisteredShare,"or of the shareholder, provides a periodic stated income, and is registered",core#definition
CommonVotingRestrictedFullyPaidRegisteredShare,RestrictedShare,rdf-schema#subClassOf
PreferredVotingRedeemableExchangeableExtendableAuctionRateIncomeRegisteredShare,ExchangeablePreferredShare,rdf-schema#subClassOf
ESRUOR,owl#NamedIndividual,22-rdf-syntax-ns#type
PreferredRestrictedVotingPerpetualNormalIncomeRegisteredShare,RestrictedVotingShare,rdf-schema#subClassOf
Nb1eedd74b81f4dea83f0f3fe5055484a,N98c5b2f61b664d6e8c6897f23dc6c68e,22-rdf-syntax-ns#rest
PreferredRestrictedVotingPerpetualFixedIncomeRegisteredShare,"preferred share that confers less than one vote per share, has no fixed maturity date, provides a periodic stated income, and is registered",core#definition
N2743794113074c8f9339e6fe5d600ee5,N5bb0c9bd3de0433897459396fdc89bdf,22-rdf-syntax-ns#rest
PreferredNonVotingRedeemableExchangeableFixedIncomeRegisteredShare,"or of the shareholder, provides a periodic stated income, and is registered",core#definition
N2743794113074c8f9339e6fe5d600ee5,RedeemablePreferredShare,22-rdf-syntax-ns#first
PreferredEnhancedVotingRedeemableNormalIncomeRegisteredShare,RegisteredSecurity,rdf-schema#subClassOf
Nc3b0ff87ba6e44c7922d3c15fd9f1d1b,RetractablePreferredShare,22-rdf-syntax-ns#first
PreferredRestrictedVotingExtendableParticipatingRegisteredShare,PreferredShareWithFixedRateDividend,rdf-schema#subClassOf
ESNTPR,ordinary share classifier,rdf-schema#label
